films,scores,film_time,arrts,counties
有熊谷守一在的地方,8.4,2018,"剧情,喜剧,传记",日本
丛林赤子心,9.1,1987,"剧情,冒险",美国
老井,8.1,1986,"剧情,爱情",中国大陆
笼民,8.9,1992,剧情,中国香港
重返十七岁,7.4,2009,"剧情,喜剧,爱情",美国
夺命金,7.4,2012,"剧情,犯罪",中国香港
青梅竹马,8.0,1985,剧情,中国台湾
云中行走,7.6,2016,"剧情,传记,冒险",美国
埃及艳后,7.9,1963,"剧情,传记,历史","英国, 美国, 瑞士"
巧奔妙逃,8.2,1995,"剧情,喜剧,战争",中国大陆
刻在你心底的名字,7.4,2020,"剧情,同性",中国台湾
我的父亲，我的儿子,8.9,2005,"剧情,家庭",土耳其
亡命天涯,8.1,1994,"动作,犯罪,剧情,悬疑,惊悚",美国
天水围的夜与雾,7.6,2009,"剧情,犯罪",中国香港
梅子鸡之味,8.1,2011,"剧情,喜剧","法国, 德国"
小丑回魂,7.4,2017,"剧情,恐怖","美国, 加拿大"
妈妈！,7.5,2022,剧情,中国大陆
惊世狂花,8.2,1996,"剧情,犯罪,惊悚,同性",美国
闪电狗,7.5,2008,"剧情,喜剧,动画,冒险,家庭",美国
决战犹马镇,8.0,2007,"动作,犯罪,剧情,西部",美国
陆小凤传奇之陆小凤前传,8.0,2007,"剧情,动作,爱情,悬疑,武侠,古装",中国大陆
囚室211,8.0,2009,"动作,剧情","西班牙, 法国"
八面埋伏,7.6,2004,"犯罪,剧情,悬疑,惊悚","荷兰, 英国, 美国"
麦克法兰,8.4,2015,"剧情,传记,运动",美国
好莱坞往事,7.3,2019,"剧情,喜剧","美国, 英国, 中国大陆"
深渊,8.0,1989,"剧情,科幻,惊悚,冒险",美国
烟花,8.3,1995,"剧情,儿童",日本
周末时光,8.2,2011,"剧情,爱情,同性",英国
资产阶级的审慎魅力,8.2,1972,"喜剧,剧情,奇幻",法国
榴莲飘飘,7.7,2000,剧情,"中国大陆, 中国香港, 法国"
刺客聂隐娘,7.3,2015,"剧情,武侠,古装","中国台湾, 中国大陆, 中国香港"
离开拉斯维加斯,8.1,1995,"剧情,爱情","美国, 法国, 英国"
八两金,8.3,1989,"剧情,喜剧,爱情",中国香港
翻滚吧！阿信,7.4,2011,"剧情,喜剧,运动",中国台湾
给朱丽叶的信,7.6,2010,"剧情,喜剧,爱情",美国
卡桑德拉大桥,8.3,1976,"剧情,动作,惊悚,灾难","英国, 意大利, 西德"
菲洛梅娜,8.4,2013,"剧情,传记,同性,家庭","英国, 美国, 法国"
找到你,7.3,2018,"剧情,家庭",中国大陆
查令十字街84号,8.7,1987,"传记,剧情,爱情","英国, 美国"
小戏骨：白蛇传,8.3,2016,"剧情,儿童,古装",中国大陆
象人,8.3,1980,"剧情,传记",美国
办公室的故事,8.8,1977,"剧情,喜剧,爱情",苏联
明日的我与昨日的你约会,7.7,2016,"剧情,爱情,奇幻",日本
我的九月,8.8,1990,"剧情,儿童",中国大陆
一声叹息,7.6,2000,"剧情,家庭,爱情",中国大陆
珍爱,8.1,2009,剧情,美国
悲伤电影,7.7,2005,"喜剧,剧情,爱情",韩国
念书的孩子,8.7,2012,"剧情,儿童",中国大陆
阿波罗13号,8.1,1995,"冒险,剧情,历史",美国
白丝带,8.2,2009,"剧情,悬疑","德国, 奥地利, 法国, 意大利"
雾都孤儿,8.0,2005,"剧情,家庭","英国, 捷克, 法国, 意大利"
人类之子,7.6,2006,"剧情,科幻,冒险,灾难","美国, 英国, 日本"
尽善尽美,8.2,1997,"爱情,喜剧,剧情",美国
浅田家！,8.3,2020,"剧情,家庭",日本
21克,7.8,2003,"犯罪,剧情,惊悚",美国
寄生兽,7.4,2016,"剧情,动作,科幻,恐怖",日本
沃伦,8.3,2016,"剧情,历史,战争",波兰
爱情三选一,7.8,2008,"喜剧,剧情,爱情","英国, 美国, 法国"
0.5毫米,8.3,2014,剧情,日本
穿越大吉岭,7.7,2007,"剧情,喜剧,冒险",美国
黄河绝恋,7.6,1999,"剧情,战争",中国大陆
月光男孩,7.4,2016,"剧情,同性",美国
巴顿·芬克,8.1,1991,"剧情,喜剧,惊悚","美国, 英国"
少年菀得,8.2,2011,"剧情,动作,运动",韩国
信笺故事,8.2,2018,剧情,美国
触不可及(美版),7.5,2019,"剧情,喜剧",美国
父辈的旗帜,7.8,2006,"剧情,历史,战争",美国
八月：奥色治郡,8.0,2013,"剧情,家庭",美国
好梦一日游,8.1,2019,"剧情,喜剧,爱情","法国, 比利时"
林肯律师,7.9,2012,"剧情,惊悚,犯罪",美国
夏威夷,8.5,2013,"剧情,同性",阿根廷
破风,7.3,2015,"剧情,运动","中国香港, 中国大陆"
分手说爱你,7.4,2010,"喜剧,剧情,爱情",中国香港
林肯,7.8,2012,"剧情,传记,历史","美国, 印度"
涉外大饭店,8.0,2011,"喜剧,剧情","英国, 美国, 阿联酋"
猎杀本·拉登,7.7,2012,"剧情,惊悚,历史",美国
送你一朵小红花,7.2,2020,剧情,中国大陆
一呼一吸,8.0,2017,"剧情,传记,爱情",英国
后会无期,7.2,2014,剧情,中国大陆
怪谈,8.6,1964,"剧情,奇幻,恐怖",日本
失恋33天,7.2,2011,"剧情,爱情",中国大陆
色情男女,7.6,1996,"剧情,喜剧,情色",中国香港
影,7.2,2018,"剧情,动作,武侠,古装","中国大陆, 中国香港"
神奇队长,7.9,2016,"剧情,喜剧,家庭",美国
罗密欧与朱丽叶,7.5,1996,"剧情,爱情,犯罪",美国
魅影缝匠,7.5,2017,"剧情,爱情","美国, 英国"
动物世界,7.2,2018,"剧情,动作,冒险",中国大陆
我是你爸爸,7.8,2000,"喜剧,剧情",中国大陆
落魄大厨,7.7,2014,"剧情,喜剧,冒险",美国
铁娘子：坚固柔情,7.6,2013,"剧情,传记,历史","英国, 法国"
百万元与苦虫女,8.0,2008,剧情,日本
无间道风云,7.3,2006,"剧情,犯罪,惊悚","美国, 中国香港"
彩虹照耀,8.8,2009,"剧情,家庭","加拿大, 爱尔兰"
木兰花,8.2,1999,剧情,美国
绿光,8.1,1986,"剧情,爱情",法国
前程似锦的女孩,7.7,2020,"剧情,犯罪,惊悚","英国, 美国"
少年汉尼拔,7.5,2007,"剧情,战争,犯罪,惊悚,冒险","英国, 法国, 意大利, 美国"
绣春刀II：修罗战场,7.2,2017,"剧情,动作,武侠,古装",中国大陆
追捕,8.3,1976,"剧情,动作,犯罪",日本
更好的世界,8.3,2010,剧情,"丹麦, 瑞典"
风中有朵雨做的云,7.2,2019,"剧情,犯罪,悬疑",中国大陆
天气预报员,7.7,2005,"喜剧,剧情","美国, 德国"
明亮的星,7.8,2009,"剧情,传记,爱情","英国, 澳大利亚, 法国"
圣母,7.8,2021,"剧情,历史,同性","法国, 荷兰"
火锅英雄,7.2,2016,"剧情,犯罪",中国大陆
希特勒的男孩,8.2,2004,"剧情,运动,战争",德国
九降风,7.4,2008,剧情,中国台湾
邦尼和琼,8.5,1993,"喜剧,剧情,爱情",美国
长津湖之水门桥,7.2,2022,"剧情,历史,战争","中国大陆, 中国香港"
云上的日子,7.6,1995,"剧情,爱情,情色","法国, 意大利, 德国"
一个明星的诞生,7.4,2018,"剧情,爱情,音乐",美国
美姐,7.8,2013,"剧情,爱情,家庭",中国大陆
暖,8.0,2004,"爱情,剧情",中国大陆
南国再见，南国,8.1,1996,"犯罪,剧情",中国台湾
烈焰焚币,8.6,2000,"剧情,爱情,犯罪,惊悚,同性","阿根廷, 西班牙, 乌拉圭"
春逝,7.9,2001,"剧情,爱情","韩国, 日本, 中国香港"
爸妈不在家,8.0,2013,"剧情,家庭",新加坡
尼罗河上的惨案,8.4,2004,"剧情,犯罪,悬疑",英国
去年烟花特别多,8.2,1998,剧情,中国香港
美食、祈祷和恋爱,7.4,2010,"剧情,爱情",美国
柔道龙虎榜,7.6,2004,"剧情,动作",中国香港
广岛之恋,7.9,1959,"剧情,爱情,战争","法国, 日本"
桂河大桥,8.4,1957,"剧情,历史,战争","英国, 美国"
大而不倒,8.3,2011,"剧情,传记,历史",美国
故事的故事,7.7,2015,"剧情,奇幻,恐怖","意大利, 法国, 英国"
水形物语,7.2,2018,"剧情,爱情,奇幻","美国, 加拿大, 墨西哥"
红玫瑰白玫瑰,7.7,1994,"剧情,爱情","中国香港, 中国台湾"
同心难改,8.0,2008,"剧情,爱情,同性",英国
四个婚礼和一个葬礼,7.4,1994,"喜剧,爱情,剧情",英国
第十一回,7.2,2021,"剧情,喜剧",中国大陆
鼠来宝,7.6,2007,"喜剧,剧情,家庭,奇幻,音乐",美国
福尔摩斯先生,7.8,2015,"剧情,犯罪,悬疑","英国, 美国"
天使之恋,7.4,2009,"剧情,爱情",日本
沼泽深处的女孩,7.7,2022,"剧情,爱情,悬疑",美国
斯托克,7.5,2013,"剧情,悬疑,惊悚","美国, 英国"
树上有个好地方,7.8,2020,"剧情,儿童,喜剧,家庭",中国大陆
道熙呀,7.8,2014,剧情,韩国
慕尼黑,7.9,2005,"剧情,动作,历史,惊悚","美国, 加拿大, 法国"
美好的世界,8.3,2020,"剧情,犯罪",日本
感谢你抽烟,8.0,2005,"喜剧,剧情",美国
巴黎圣母院,9.4,1998,"剧情,爱情,音乐",法国
宠儿,7.5,2018,"剧情,喜剧,传记,同性","爱尔兰, 英国, 美国"
世上最快的印第安摩托,9.0,2005,"传记,剧情,运动","新西兰, 日本, 美国"
我11,7.4,2012,"剧情,犯罪","中国大陆, 法国"
潜水钟与蝴蝶,7.9,2007,"传记,剧情","法国, 美国"
卡蜜儿·克劳岱尔,8.2,1988,"传记,剧情,历史,爱情",法国
我失去了身体,8.2,2019,"剧情,爱情,动画,奇幻",法国
樱桃的滋味,8.0,1997,剧情,"法国, 伊朗"
大丈夫,7.5,2003,"喜剧,剧情",中国香港
湮灭,7.2,2018,"剧情,科幻,惊悚","美国, 英国"
狮子王,7.2,2019,"剧情,动画,冒险",美国
呆佬拜寿,7.6,1995,"剧情,喜剧,爱情",中国香港
最后的假期,8.3,2006,"冒险,喜剧,剧情",美国
卡拉是条狗,7.4,2003,"剧情,喜剧",中国大陆
爱情的牙齿,7.7,2007,"剧情,爱情",中国大陆
平凡岁月的魅力,8.5,2005,"剧情,爱情,战争","美国, 加拿大"
不忠,7.6,2002,"剧情,惊悚,情色,家庭","美国, 德国, 法国"
时光倒流七十年,7.8,1980,"剧情,爱情,奇幻",美国
夜行动物,7.4,2016,"剧情,惊悚",美国
M就是凶手,8.2,1931,"剧情,犯罪,惊悚,黑色电影",德国
虎！虎！虎！,8.3,1970,"剧情,历史,战争","日本, 美国"
你眼中的世界,7.6,2014,"剧情,爱情,奇幻",美国
姨妈的后现代生活,7.4,2007,"喜剧,剧情,爱情","中国大陆, 中国香港"
斗士,7.9,2010,"剧情,家庭,传记,运动",美国
看得见风景的房间,7.7,1985,"剧情,喜剧,爱情",英国
故园风雨后,7.8,2008,"剧情,爱情","英国, 意大利, 摩洛哥"
大追捕,7.3,2012,"剧情,动作,犯罪,悬疑,惊悚","中国香港, 中国大陆"
记忆中的玛妮,7.9,2014,"剧情,动画,奇幻",日本
旺角黑夜,7.4,2004,"动作,剧情,犯罪,爱情",中国香港
狩猎,7.7,2022,"剧情,动作",韩国
红樱桃,7.6,1996,"剧情,战争",中国大陆
新蝙蝠侠,7.2,2022,"剧情,动作,犯罪,悬疑",美国
93航班,7.9,2006,"剧情,历史,惊悚","美国, 英国, 法国"
纽约黑帮,7.6,2002,"剧情,犯罪","美国, 意大利"
大撒把,7.9,1992,"剧情,喜剧,爱情",中国大陆
生死停留,7.5,2005,"剧情,悬疑,惊悚",美国
正午,8.4,1952,"剧情,西部",美国
听说桐岛要退部,7.9,2012,剧情,日本
霍金传,8.6,2004,"剧情,传记",英国
千里走单骑,7.4,2005,剧情,"中国大陆, 中国香港, 日本"
酒神小姐,8.3,2016,"剧情,传记",韩国
一出好戏,7.1,2018,"剧情,喜剧",中国大陆
空军一号,7.5,1997,"动作,剧情,惊悚","美国, 德国"
蒂莫西的奇异生活,7.8,2012,"剧情,喜剧,奇幻,家庭",美国
祝福,8.3,1956,剧情,中国大陆
袁隆平,9.0,2009,"剧情,传记",中国大陆
哭声,7.3,2016,"剧情,悬疑,恐怖",韩国
苹果酒屋法则,8.2,1999,"剧情,爱情",美国
岁月风云之上海皇帝,8.0,1993,"犯罪,剧情,悬疑",中国香港
神探夏洛克：可恶的新娘,7.2,2016,"剧情,犯罪,悬疑",英国
虎豹小霸王,8.6,1969,"冒险,犯罪,剧情,西部",美国
简爱,7.5,2011,"剧情,爱情",英国
星空,7.2,2011,"剧情,爱情,奇幻","中国大陆, 中国台湾"
登月第一人,7.7,2018,"剧情,传记,历史","美国, 日本"
嗝嗝老师,7.4,2018,"剧情,喜剧",印度
摇啊摇，摇到外婆桥,7.5,1995,"犯罪,剧情","中国大陆, 法国"
弓,7.7,2005,"剧情,爱情,情色","韩国, 日本"
着魔,7.9,1981,"剧情,恐怖","法国, 西德"
6/45,7.6,2022,"剧情,喜剧",韩国
霹雳贝贝,7.7,1988,"剧情,科幻,儿童",中国大陆
盛夏光年,7.2,2006,"剧情,爱情,同性",中国台湾
五亿探长雷洛传2：父子情仇,7.5,1991,"剧情,犯罪",中国香港
兰心大剧院,7.2,2021,剧情,中国大陆
魂断威尼斯,8.2,1971,"剧情,同性","意大利, 法国"
过昭关,7.8,2019,"剧情,儿童,家庭",中国大陆
冰冷热带鱼,7.7,2010,"剧情,犯罪,惊悚",日本
抗癌的我,7.7,2011,"喜剧,剧情",美国
阿修罗,7.6,2016,"剧情,动作,犯罪",韩国
夺冠,7.1,2020,"剧情,运动","中国大陆, 中国香港"
都灵之马,8.5,2011,剧情,"匈牙利, 法国, 瑞士, 德国, 美国"
马粥街残酷史,8.0,2004,"剧情,历史",韩国
人·鬼·情,8.5,1987,剧情,中国大陆
爱情与灵药,7.2,2010,"剧情,喜剧,爱情",美国
妈咪,8.2,2014,"剧情,家庭",加拿大
巴黎圣母院,8.1,1956,"剧情,历史","意大利, 法国"
少爷,8.4,2016,"剧情,喜剧",日本
烈日灼人,8.6,1994,"剧情,历史","俄罗斯, 法国"
石榴的颜色,8.7,1969,"传记,剧情,音乐",苏联
城中大盗,7.5,2010,"犯罪,剧情,惊悚",美国
小伟,7.5,2021,"剧情,家庭",中国大陆
山楂树之恋,7.1,2010,"剧情,爱情",中国大陆
冬眠,8.2,2014,剧情,"土耳其, 法国, 德国"
芬妮与亚历山大,8.7,1982,剧情,"法国, 瑞典, 西德"
阿基里斯与龟,8.3,2008,"剧情,喜剧",日本
维多利亚一号,7.3,2010,"剧情,犯罪,恐怖",中国香港
佩小姐的奇幻城堡,7.2,2016,"剧情,奇幻,冒险",美国
艾德·伍德,8.2,1994,"传记,喜剧,剧情",美国
柏林,7.5,2013,"剧情,动作,惊悚",韩国
箭士柳白猿,7.3,2016,"剧情,动作,武侠,古装",中国大陆
鸟人,8.3,1984,"剧情,战争",美国
早间主播,7.7,2010,"剧情,喜剧,爱情",美国
乌鸦与麻雀,8.7,1949,剧情,中国大陆
缺席的人,8.2,2001,"剧情,犯罪","美国, 英国"
蜂鸟,7.9,2018,剧情,韩国
从不，很少，有时，总是,7.7,2020,剧情,"美国, 英国"
爱的成人式,7.7,2015,"剧情,爱情,悬疑",日本
奏鸣曲,8.4,1993,"剧情,犯罪",日本
寒战2,7.1,2016,"剧情,动作,犯罪","中国大陆, 中国香港"
影子写手,7.5,2010,"剧情,悬疑,惊悚","法国, 德国, 英国"
星愿,7.2,1999,"剧情,奇幻,爱情",中国香港
借刀杀人,7.5,2004,"犯罪,剧情,惊悚",美国
棋王,7.8,1991,剧情,中国香港
晚秋,7.1,2012,剧情,"韩国, 美国, 中国香港"
钢琴教师,7.5,2001,"剧情,爱情,惊悚,情色","奥地利, 法国, 德国"
莫斯科不相信眼泪,8.5,1980,"喜剧,剧情,爱情",苏联
盛夏未来,7.1,2021,剧情,中国大陆
男孩A,8.2,2007,"剧情,犯罪",英国
父后七日,8.0,2010,"剧情,家庭",中国台湾
邻居,7.5,2012,"剧情,惊悚",韩国
暮光之城4：破晓(下),7.2,2012,"剧情,爱情,惊悚,奇幻,冒险",美国
独自在夜晚的海边,7.6,2017,"剧情,爱情",韩国
亚当,7.8,2009,"剧情,爱情",美国
白雪公主杀人事件,7.5,2014,"剧情,悬疑",日本
45周年,7.8,2015,"剧情,爱情",英国
心火,8.0,1997,"爱情,剧情","英国, 美国"
第八日的蝉,8.3,2011,剧情,日本
耶稣受难记,7.9,2004,剧情,美国
最爽的一天,7.8,2016,"剧情,喜剧",德国
别告诉她,7.2,2019,"剧情,家庭","美国, 中国大陆"
雷雨,8.0,1984,"剧情,家庭",中国大陆
绿头苍蝇,8.3,2009,"犯罪,剧情",韩国
刮痧,7.5,2001,"剧情,家庭",中国大陆
真心英雄,7.8,1998,"剧情,犯罪,动作",中国香港
观音山,7.1,2011,"剧情,爱情",中国大陆
机器战警,7.7,1987,"动作,犯罪,剧情,科幻,惊悚",美国
流浪者之歌,9.1,1988,"喜剧,犯罪,剧情,奇幻","意大利, 英国, 南斯拉夫"
爱情麻辣烫,7.5,1999,"剧情,爱情",中国大陆
末日危途,7.7,2009,"剧情,惊悚,冒险,灾难",美国
逍遥骑士,8.3,1969,"剧情,冒险",美国
茉莉花开,7.3,2006,"剧情,家庭,爱情",中国大陆
闪闪的红星,7.6,1974,"剧情,儿童,战争",中国大陆
秘密花园,8.5,1993,"剧情,家庭,奇幻","英国, 美国"
骄傲,8.3,2014,"剧情,喜剧,同性","英国, 法国, 美国"
怒海争锋,7.9,2004,"动作,冒险,剧情,战争",美国
假结婚,7.2,2009,"喜剧,剧情,爱情",美国
老千,7.6,2006,"剧情,犯罪",韩国
血迷宫,7.8,1984,"剧情,犯罪,悬疑,惊悚",美国
随心所欲,8.5,1962,剧情,法国
世界上最疼我的那个人去了,8.4,2002,"剧情,家庭",中国大陆
毁灭之路,7.7,2002,"剧情,犯罪,惊悚",美国
笑之大学,8.5,2004,"喜剧,剧情",日本
绝命海拔,7.5,2015,"剧情,传记,冒险","英国, 美国, 冰岛"
铁道员,8.4,1999,剧情,日本
末代独裁,7.9,2006,"剧情,传记,历史","英国, 德国"
玛戈王后,7.8,1994,"传记,剧情,历史,爱情","法国, 德国, 意大利"
此间的少年,7.6,2010,"剧情,喜剧",中国大陆
雁南飞,8.8,1957,"剧情,爱情,战争",苏联
拉贝日记,7.5,2009,"传记,剧情,历史,战争","法国, 中国大陆, 德国"
压路机和小提琴,8.7,1961,"剧情,儿童",苏联
亡命驾驶,7.4,2011,"剧情,动作",美国
二十四城记,7.4,2009,剧情,"中国大陆, 中国香港, 日本"
野马,8.0,2015,剧情,"土耳其, 法国, 卡塔尔, 德国"
原罪,7.4,2001,"剧情,爱情,悬疑,情色","法国, 美国"
告别有情天,8.3,1993,"剧情,爱情","英国, 美国"
永远的三丁目的夕阳2,8.7,2007,剧情,日本
花落花开,8.5,2008,"传记,剧情,战争","法国, 比利时"
杀死汝爱,7.7,2013,"剧情,传记,同性",美国
扶桑花女孩,8.1,2006,"喜剧,剧情",日本
几近成名,8.0,2000,"剧情,音乐",美国
羞耻,7.3,2011,"剧情,情色",英国
江湖,7.3,2004,"剧情,犯罪,动作",中国香港
歌舞青春3：毕业季,7.4,2008,"剧情,喜剧,家庭",美国
诈欺游戏 电影版,7.9,2010,"剧情,惊悚",日本
机械心,8.0,2013,"动画,剧情,冒险",法国
风雨同路,7.8,1990,"剧情,动作,犯罪",中国香港
我是路人甲,7.1,2015,"剧情,喜剧","中国大陆, 中国香港"
一路顺风,7.7,2016,"剧情,喜剧,犯罪,冒险",中国台湾
斯巴达克斯,8.1,1960,"动作,冒险,传记,剧情,历史",美国
到阜阳六百里,7.7,2011,剧情,"中国大陆, 中国台湾"
征婚启事,7.8,1998,"喜剧,剧情,爱情",中国台湾
偷偷爱你,7.8,1996,"喜剧,剧情,爱情",中国香港
家在水草丰茂的地方,8.0,2015,"剧情,儿童",中国大陆
阴阳师,7.8,2001,"动作,奇幻,剧情,恐怖",日本
苏菲的抉择,8.4,1982,"剧情,爱情","英国, 美国"
决战之后,9.1,1991,"剧情,战争",中国大陆
T省的84·85年,8.7,1986,剧情,中国大陆
巴霍巴利王：开端,7.5,2016,"剧情,动作,奇幻",印度
勇者行动,7.7,2012,"剧情,动作,战争",美国
惊曝内幕,8.2,1999,"传记,剧情,惊悚",美国
花容月貌,7.5,2013,剧情,法国
王尔德,7.8,1997,"剧情,传记,历史,同性","英国, 日本, 德国"
极品飞车,7.3,2014,"剧情,动作,犯罪,惊悚","美国, 菲律宾, 爱尔兰, 英国"
永不消逝的电波,8.1,2021,剧情,中国大陆
夜以继日,7.6,2018,"剧情,爱情","日本, 法国"
日瓦戈医生,8.5,1965,"剧情,爱情,战争","美国, 意大利, 英国"
邪不压正,7.0,2018,"剧情,喜剧,动作",中国大陆
两个只能活一个,7.7,1997,"剧情,犯罪",中国香港
独行杀手,8.3,1967,"犯罪,剧情,悬疑,惊悚","法国, 意大利"
我和我的家乡,7.0,2020,"剧情,喜剧",中国大陆
又见奈良,7.4,2021,剧情,"中国大陆, 日本"
铁拳,7.4,2016,"剧情,动作,运动","美国, 中国大陆"
沉默,7.7,2016,"剧情,历史","美国, 英国, 中国台湾, 日本, 墨西哥, 意大利"
大鱼海棠,7.0,2016,"剧情,动画,奇幻",中国大陆
银行大劫案,7.5,2008,"犯罪,剧情,惊悚","英国, 美国, 澳大利亚"
早餐俱乐部,8.1,1985,"喜剧,剧情",美国
在世界中心呼唤爱,7.6,2004,"剧情,爱情",日本
性、谎言和录像带,7.7,1989,"剧情,情色",美国
龙凤配,7.8,1954,"喜剧,剧情,爱情",美国
生人勿进,7.6,2008,"剧情,爱情,恐怖",瑞典
这里的黎明静悄悄,8.0,2015,"剧情,战争",俄罗斯
简爱,8.0,1996,"剧情,爱情","法国, 意大利, 英国, 美国"
摩天楼,7.5,2012,"剧情,动作,灾难",韩国
人狼,8.6,1999,"剧情,动画,奇幻,惊悚",日本
浊水漂流,7.6,2021,剧情,中国香港
可爱的骨头,7.2,2009,"剧情,惊悚,家庭,奇幻","美国, 英国, 新西兰"
歌舞青春2,7.3,2007,"剧情,喜剧,家庭",美国
彩虹女神,7.7,2006,"剧情,爱情",日本
白色严冬,8.4,2012,"剧情,历史,战争","挪威, 瑞典, 法国"
去年在马里昂巴德,8.3,1961,"剧情,爱情,悬疑","法国, 意大利"
理查二世,8.8,2012,"剧情,历史",英国
极度恐慌,7.7,1995,"剧情,惊悚,灾难",美国
公众之敌,7.4,2009,"剧情,传记,历史,犯罪","美国, 日本"
野孩子,7.3,2008,"喜剧,剧情,爱情","英国, 美国, 法国"
安德烈·卢布廖夫,9.0,1971,"传记,剧情,历史,战争",苏联
雄狮,7.4,2017,剧情,"英国, 澳大利亚, 美国, 印度"
激辩风云,8.3,2007,"传记,剧情",美国
失眠症,7.5,2002,"犯罪,剧情,悬疑,惊悚","美国, 加拿大"
男孩与世界,8.8,2013,"剧情,动画",巴西
鬼魅浮生,7.6,2017,"剧情,爱情,奇幻",美国
孤堡惊情,7.4,2010,"剧情,悬疑,恐怖","西班牙, 墨西哥"
叔·叔,7.6,2019,"剧情,同性",中国香港
灵魂歌王,8.4,2004,"传记,剧情,音乐",美国
充气娃娃之恋,7.6,2007,"喜剧,剧情",美国
秦时明月之一舞倾城,9.1,2010,"剧情,历史,战争,动画",中国大陆
单车少年,8.2,2011,剧情,"比利时, 法国, 意大利"
美丽的大脚,7.5,2002,剧情,中国大陆
寂寞芳心,8.5,2008,"剧情,爱情",土耳其
午夜牛郎,8.3,1969,剧情,美国
莎翁情史,7.3,1998,"喜剧,剧情,爱情","英国, 美国"
英雄儿女,8.0,1964,"剧情,战争",中国大陆
污垢,7.8,2013,"剧情,喜剧,犯罪","英国, 德国, 瑞典, 比利时, 美国"
天国与地狱,8.8,1963,"剧情,犯罪",日本
死亡幻觉,7.3,2001,"剧情,科幻,悬疑,惊悚",美国
士兵之歌,9.1,1959,"剧情,爱情,战争",苏联
偷书贼,7.9,2013,"剧情,战争","美国, 德国"
冰风暴,7.9,1997,"剧情,家庭",美国
我的初恋情人,7.3,2009,"剧情,爱情",日本
疯狂愚蠢的爱,7.3,2011,"剧情,喜剧,爱情",美国
卓别林,8.6,1992,"剧情,传记","英国, 美国, 法国, 意大利"
愚行录,7.8,2016,"剧情,犯罪,悬疑",日本
盲证,7.5,2011,"剧情,犯罪,悬疑",韩国
斯诺登,7.6,2016,"剧情,传记,惊悚","美国, 德国"
死亡实验,7.9,2001,"剧情,惊悚",德国
神秘拼图,7.4,1999,"剧情,犯罪,悬疑","美国, 加拿大"
春娇救志明,7.0,2017,"剧情,喜剧,爱情","中国香港, 中国大陆"
七号房的礼物,7.6,2020,剧情,土耳其
美人计,7.7,1946,"剧情,爱情,惊悚",美国
万湖会议,8.2,2022,"剧情,历史,战争",德国
蚀,8.4,1962,"剧情,爱情","意大利, 法国"
书店,8.0,2017,剧情,"英国, 西班牙, 德国"
灾难艺术家,7.5,2017,"剧情,喜剧,传记",美国
唯爱永生,7.6,2013,"剧情,爱情,奇幻","英国, 德国, 希腊, 法国"
了不起的盖茨比,8.1,1974,"剧情,爱情",美国
送我上青云,7.0,2019,剧情,中国大陆
阿玛柯德,8.8,1973,"剧情,喜剧","意大利, 法国"
恋战冲绳,7.3,2000,"剧情,爱情",中国香港
细细的红线,7.8,1998,"剧情,战争","美国, 澳大利亚"
嫌疑人X的献身,7.5,2012,"剧情,爱情,悬疑,犯罪",韩国
非常公寓,8.1,1996,"剧情,悬疑,爱情","法国, 西班牙, 意大利"
我身体里的那个家伙,7.3,2019,"剧情,喜剧",韩国
范海辛,7.2,2004,"剧情,动作,奇幻","美国, 捷克, 罗马尼亚"
杀破狼·贪狼,7.0,2017,"剧情,动作","中国香港, 中国大陆"
来的都是客,8.4,1990,"喜剧,剧情",中国大陆
村戏,8.0,2017,剧情,中国大陆
伊丽莎白,7.7,1998,"传记,剧情,历史,爱情",英国
南汉山城,7.9,2017,"剧情,历史,战争",韩国
传染病,7.1,2011,"剧情,科幻,惊悚,灾难","美国, 阿联酋"
霍元甲,7.0,2006,"剧情,传记,动作","美国, 中国大陆, 中国香港"
世界,7.5,2005,剧情,"中国大陆, 日本, 法国"
奇幻人生,7.8,2006,"喜剧,剧情,奇幻,爱情",美国
羞辱,8.3,2017,剧情,"黎巴嫩, 法国, 塞浦路斯, 比利时, 美国"
幻之光,8.2,1995,剧情,日本
没有过去的男人,8.5,2002,"剧情,喜剧,爱情","芬兰, 德国, 法国"
与女人们的对话,8.1,2005,"喜剧,剧情,爱情","英国, 美国"
阿拉姜色,7.6,2018,"剧情,家庭",中国大陆
死囚越狱,8.5,1956,"剧情,惊悚,战争",法国
深海长眠,8.3,2004,"传记,剧情","西班牙, 法国, 意大利"
团圆,7.9,2013,"剧情,家庭",中国大陆
日出,8.8,1927,"剧情,爱情",美国
浮城大亨,7.5,2012,剧情,"中国大陆, 中国香港"
丑闻笔记,7.9,2006,"剧情,惊悚",英国
双食记,7.1,2008,"剧情,爱情,悬疑",中国大陆
暴雪将至,7.0,2017,"剧情,犯罪,悬疑",中国大陆
音乐会,8.5,2009,"喜剧,剧情,音乐","法国, 意大利, 罗马尼亚, 比利时"
洛奇6：永远的拳王,8.6,2006,"剧情,运动",美国
带我去远方,7.5,2009,"剧情,同性",中国台湾
驭风男孩,8.2,2019,剧情,"英国, 马拉维"
春潮,7.1,2020,"剧情,家庭",中国大陆
第四张画,7.7,2010,剧情,中国台湾
洛奇2,8.4,1979,"剧情,运动",美国
看不见的世界,8.3,2007,"剧情,爱情,同性","南非, 英国"
相见恨早,7.6,2005,"喜剧,剧情,爱情",美国
