rank,name,score,release_date,types,regions
1197,唐顿庄园2,8.2,2022,"剧情,爱情","英国, 美国"
1198,青木瓜之味,7.8,1993,"剧情,音乐,爱情","越南, 法国"
1199,闯入者,7.6,2015,"剧情,犯罪,惊悚",中国大陆
1200,宋家皇朝,7.7,1997,"剧情,历史,爱情","中国大陆, 中国香港, 日本"
1201,晚春,8.7,1949,"剧情,家庭",日本
1202,纳尼亚传奇1：狮子、女巫和魔衣橱,7.5,2005,"剧情,奇幻,冒险","英国, 美国"
1203,别让我走,7.7,2010,"剧情,爱情,科幻","英国, 美国"
1204,杯酒人生,7.9,2004,"剧情,喜剧,爱情","美国, 匈牙利"
1205,帝一之国,8.1,2017,"剧情,喜剧",日本
1206,法兰西特派,7.7,2021,"剧情,喜剧","美国, 德国"
1207,啊，荒野 前篇,8.4,2017,剧情,日本
1208,手机,7.4,2003,"剧情,喜剧,家庭",中国大陆
1209,情不自禁,8.4,2001,剧情,中国大陆
1210,边城,8.2,1992,剧情,中国大陆
1211,摇滚红与黑,9.2,2016,"剧情,音乐,歌舞",法国
1212,追捕野蛮人,8.1,2016,"剧情,喜剧,冒险",新西兰
1213,美少年之恋,7.5,1998,"剧情,爱情,同性",中国香港
1214,鬼灭之刃 那田蜘蛛山篇,9.2,2020,"剧情,动作,奇幻",日本
1215,任逍遥,7.9,2002,"喜剧,剧情","中国大陆, 法国, 日本, 韩国"
1216,怒,7.7,2016,"剧情,爱情,悬疑,同性",日本
1217,埃及王子,8.1,1998,"剧情,动画,冒险",美国
1218,异度空间,7.5,2005,"剧情,恐怖",中国香港
1219,法外之徒,8.6,1964,"犯罪,剧情",法国
1220,瀑布,7.7,2021,剧情,中国台湾
1221,秦颂,7.8,1996,"剧情,历史,古装","中国大陆, 中国香港"
1222,牛仔裤的夏天,7.6,2005,"剧情,喜剧,爱情",美国
1223,机械师,7.6,2004,"剧情,悬疑,惊悚","西班牙, 法国, 英国, 美国"
1224,黄金时代,7.4,2014,"剧情,传记,爱情","中国大陆, 中国香港"
1225,王者,7.8,2017,"剧情,动作,犯罪",韩国
1226,军中乐园,7.5,2014,"剧情,历史,爱情","中国台湾, 中国大陆"
1227,最爱,7.4,2011,"剧情,爱情","中国大陆, 中国香港"
1228,青春派,7.4,2013,"剧情,爱情",中国大陆
1229,蝴蝶,7.7,2004,"剧情,同性",中国香港
1230,东京审判,7.5,2006,"犯罪,剧情,历史,战争",中国大陆
1231,亲爱的伽利略,7.9,2009,"剧情,爱情",泰国
1232,革命者,7.5,2021,"剧情,历史",中国大陆
1233,蒙娜丽莎的微笑,7.9,2004,"剧情,爱情",美国
1234,搭错车,8.3,1983,"剧情,音乐","中国香港, 中国台湾"
1235,死者田园祭,8.9,1974,"剧情,奇幻",日本
1236,圣殇,7.8,2012,剧情,韩国
1237,我是布莱克,8.3,2016,剧情,"英国, 法国, 比利时"
1238,云的彼端，约定的地方,7.7,2004,"动画,剧情,科幻",日本
1239,女王,7.7,2006,"传记,剧情","英国, 法国, 意大利"
1240,青少年哪吒,8.0,1992,剧情,中国台湾
1241,学校风云,8.1,1988,"动作,犯罪,剧情,惊悚",中国香港
1242,商海通牒,7.9,2011,剧情,美国
1243,爱国者,8.2,2000,"动作,剧情,战争","美国, 德国"
1244,伊豆的舞女,8.6,1974,剧情,日本
1245,五至七时的克莱奥,8.7,1962,"喜剧,剧情,音乐","法国, 意大利"
1246,美国黑帮,7.9,2007,"犯罪,剧情","美国, 英国"
1247,雨月物语,8.6,1953,"剧情,战争,奇幻",日本
1248,线人,7.4,2010,"动作,剧情,惊悚","中国香港, 中国大陆"
1249,杀人者的记忆法,7.8,2017,"剧情,犯罪,悬疑,惊悚",韩国
1250,纽约，我爱你,7.6,2008,"剧情,爱情",美国
1251,寻找梦幻岛,7.9,2004,"传记,剧情,家庭","美国, 英国"
1252,我们的世界,8.4,2016,"剧情,儿童",韩国
1253,金都,7.7,2019,剧情,中国香港
1254,夜间飞行,8.3,2014,"剧情,爱情,同性",韩国
1255,双姝奇缘,8.7,1987,"剧情,喜剧",法国
1256,邮差,8.8,1994,"传记,喜剧,剧情,爱情","意大利, 法国, 比利时"
1257,空山灵雨,8.4,1979,"剧情,动作,武侠,古装",中国香港
1258,局内人,7.7,2006,"剧情,犯罪,悬疑,惊悚",美国
1259,巴顿将军,8.2,1970,"传记,剧情,战争",美国
1260,人生大事,7.3,2022,"剧情,家庭","中国大陆, 中国香港"
1261,内在美,7.6,2015,"剧情,爱情,奇幻",韩国
1262,打开心世界,8.2,2020,"剧情,爱情,同性",美国
1263,只有你,7.8,2011,"剧情,爱情",韩国
1264,马利和我,7.9,2008,"剧情,喜剧,爱情",美国
1265,女孩,8.1,2018,"剧情,同性","比利时, 荷兰"
1266,热带雨,7.5,2019,剧情,"新加坡, 中国台湾"
1267,实尾岛,8.1,2003,"动作,剧情",韩国
1268,爱，简单,8.3,2014,"剧情,爱情,同性",巴西
1269,收件人不详,8.3,2001,"剧情,战争",韩国
1270,苔丝,8.2,1979,"剧情,爱情","法国, 英国"
1271,不朽的园丁,7.9,2005,"剧情,悬疑,惊悚","英国, 德国, 美国, 中国大陆"
1272,春娇与志明,7.3,2012,"剧情,喜剧,爱情","中国香港, 中国大陆"
1273,真幌站前多田便利屋,8.2,2011,剧情,日本
1274,魔术师,7.6,2006,"剧情,爱情,悬疑","美国, 捷克"
1275,啊，荒野 后篇,8.6,2017,剧情,日本
1276,风月,7.7,1996,"剧情,爱情","中国香港, 中国大陆"
1277,弗兰克,7.9,2014,"剧情,喜剧,音乐","英国, 爱尔兰, 美国"
1278,有熊谷守一在的地方,8.4,2018,"剧情,喜剧,传记",日本
1279,丛林赤子心,9.1,1987,"剧情,冒险",美国
1280,老井,8.1,1986,"剧情,爱情",中国大陆
1281,笼民,8.9,1992,剧情,中国香港
1282,重返十七岁,7.4,2009,"剧情,喜剧,爱情",美国
1283,夺命金,7.4,2012,"剧情,犯罪",中国香港
1284,青梅竹马,8.0,1985,剧情,中国台湾
1285,云中行走,7.6,2016,"剧情,传记,冒险",美国
1286,埃及艳后,7.9,1963,"剧情,传记,历史","英国, 美国, 瑞士"
1287,刻在你心底的名字,7.4,2020,"剧情,同性",中国台湾
1288,巧奔妙逃,8.2,1995,"剧情,喜剧,战争",中国大陆
1289,我的父亲，我的儿子,8.9,2005,"剧情,家庭",土耳其
1290,亡命天涯,8.1,1994,"动作,犯罪,剧情,悬疑,惊悚",美国
1291,天水围的夜与雾,7.6,2009,"剧情,犯罪",中国香港
1292,梅子鸡之味,8.1,2011,"剧情,喜剧","法国, 德国"
1293,小丑回魂,7.4,2017,"剧情,恐怖","美国, 加拿大"
1294,妈妈！,7.5,2022,剧情,中国大陆
1295,惊世狂花,8.2,1996,"剧情,犯罪,惊悚,同性",美国
1296,闪电狗,7.5,2008,"剧情,喜剧,动画,冒险,家庭",美国
1297,决战犹马镇,8.0,2007,"动作,犯罪,剧情,西部",美国
1298,陆小凤传奇之陆小凤前传,8.0,2007,"剧情,动作,爱情,悬疑,武侠,古装",中国大陆
1299,囚室211,8.0,2009,"动作,剧情","西班牙, 法国"
1300,八面埋伏,7.6,2004,"犯罪,剧情,悬疑,惊悚","荷兰, 英国, 美国"
1301,麦克法兰,8.4,2015,"剧情,传记,运动",美国
1302,好莱坞往事,7.3,2019,"剧情,喜剧","美国, 英国, 中国大陆"
1303,深渊,8.0,1989,"剧情,科幻,惊悚,冒险",美国
1304,烟花,8.3,1995,"剧情,儿童",日本
1305,周末时光,8.2,2011,"剧情,爱情,同性",英国
1306,资产阶级的审慎魅力,8.2,1972,"喜剧,剧情,奇幻",法国
1307,榴莲飘飘,7.7,2000,剧情,"中国大陆, 中国香港, 法国"
1308,刺客聂隐娘,7.3,2015,"剧情,武侠,古装","中国台湾, 中国大陆, 中国香港"
1309,离开拉斯维加斯,8.1,1995,"剧情,爱情","美国, 法国, 英国"
1310,八两金,8.3,1989,"剧情,喜剧,爱情",中国香港
1311,翻滚吧！阿信,7.4,2011,"剧情,喜剧,运动",中国台湾
1312,给朱丽叶的信,7.6,2010,"剧情,喜剧,爱情",美国
1313,卡桑德拉大桥,8.3,1976,"剧情,动作,惊悚,灾难","英国, 意大利, 西德"
1314,菲洛梅娜,8.4,2013,"剧情,传记,同性,家庭","英国, 美国, 法国"
1315,找到你,7.3,2018,"剧情,家庭",中国大陆
1316,查令十字街84号,8.7,1987,"传记,剧情,爱情","英国, 美国"
1317,小戏骨：白蛇传,8.3,2016,"剧情,儿童,古装",中国大陆
1318,象人,8.3,1980,"剧情,传记",美国
1319,办公室的故事,8.8,1977,"剧情,喜剧,爱情",苏联
1320,明日的我与昨日的你约会,7.7,2016,"剧情,爱情,奇幻",日本
1321,我的九月,8.8,1990,"剧情,儿童",中国大陆
1322,一声叹息,7.6,2000,"剧情,家庭,爱情",中国大陆
1323,珍爱,8.1,2009,剧情,美国
1324,悲伤电影,7.7,2005,"喜剧,剧情,爱情",韩国
1325,念书的孩子,8.7,2012,"剧情,儿童",中国大陆
1326,阿波罗13号,8.1,1995,"冒险,剧情,历史",美国
1327,白丝带,8.2,2009,"剧情,悬疑","德国, 奥地利, 法国, 意大利"
1328,雾都孤儿,8.0,2005,"剧情,家庭","英国, 捷克, 法国, 意大利"
1329,人类之子,7.6,2006,"剧情,科幻,冒险,灾难","美国, 英国, 日本"
1330,尽善尽美,8.2,1997,"爱情,喜剧,剧情",美国
1331,浅田家！,8.3,2020,"剧情,家庭",日本
1332,21克,7.8,2003,"犯罪,剧情,惊悚",美国
1333,寄生兽,7.4,2016,"剧情,动作,科幻,恐怖",日本
1334,沃伦,8.3,2016,"剧情,历史,战争",波兰
1335,爱情三选一,7.8,2008,"喜剧,剧情,爱情","英国, 美国, 法国"
1336,0.5毫米,8.3,2014,剧情,日本
1337,穿越大吉岭,7.7,2007,"剧情,喜剧,冒险",美国
1338,黄河绝恋,7.6,1999,"剧情,战争",中国大陆
1339,月光男孩,7.4,2016,"剧情,同性",美国
1340,巴顿·芬克,8.1,1991,"剧情,喜剧,惊悚","美国, 英国"
1341,少年菀得,8.2,2011,"剧情,动作,运动",韩国
1342,信笺故事,8.2,2018,剧情,美国
1343,触不可及(美版),7.5,2019,"剧情,喜剧",美国
1344,父辈的旗帜,7.8,2006,"剧情,历史,战争",美国
1345,八月：奥色治郡,8.0,2013,"剧情,家庭",美国
1346,好梦一日游,8.1,2019,"剧情,喜剧,爱情","法国, 比利时"
1347,林肯律师,7.9,2012,"剧情,惊悚,犯罪",美国
1348,夏威夷,8.5,2013,"剧情,同性",阿根廷
1349,破风,7.3,2015,"剧情,运动","中国香港, 中国大陆"
1350,分手说爱你,7.4,2010,"喜剧,剧情,爱情",中国香港
1351,林肯,7.8,2012,"剧情,传记,历史","美国, 印度"
1352,猎杀本·拉登,7.7,2012,"剧情,惊悚,历史",美国
1353,涉外大饭店,8.0,2011,"喜剧,剧情","英国, 美国, 阿联酋"
1354,送你一朵小红花,7.2,2020,剧情,中国大陆
1355,一呼一吸,8.0,2017,"剧情,传记,爱情",英国
1356,后会无期,7.2,2014,剧情,中国大陆
1357,怪谈,8.6,1964,"剧情,奇幻,恐怖",日本
1358,失恋33天,7.2,2011,"剧情,爱情",中国大陆
1359,色情男女,7.6,1996,"剧情,喜剧,情色",中国香港
1360,影,7.2,2018,"剧情,动作,武侠,古装","中国大陆, 中国香港"
1361,神奇队长,7.9,2016,"剧情,喜剧,家庭",美国
1362,罗密欧与朱丽叶,7.5,1996,"剧情,爱情,犯罪",美国
1363,魅影缝匠,7.5,2017,"剧情,爱情","美国, 英国"
1364,动物世界,7.2,2018,"剧情,动作,冒险",中国大陆
1365,我是你爸爸,7.8,2000,"喜剧,剧情",中国大陆
1366,落魄大厨,7.7,2014,"剧情,喜剧,冒险",美国
1367,铁娘子：坚固柔情,7.6,2013,"剧情,传记,历史","英国, 法国"
1368,百万元与苦虫女,8.0,2008,剧情,日本
1369,无间道风云,7.3,2006,"剧情,犯罪,惊悚","美国, 中国香港"
1370,彩虹照耀,8.8,2009,"剧情,家庭","加拿大, 爱尔兰"
1371,木兰花,8.2,1999,剧情,美国
1372,绿光,8.1,1986,"剧情,爱情",法国
1373,前程似锦的女孩,7.7,2020,"剧情,犯罪,惊悚","英国, 美国"
1374,少年汉尼拔,7.5,2007,"剧情,战争,犯罪,惊悚,冒险","英国, 法国, 意大利, 美国"
1375,绣春刀II：修罗战场,7.2,2017,"剧情,动作,武侠,古装",中国大陆
1376,追捕,8.3,1976,"剧情,动作,犯罪",日本
1377,更好的世界,8.3,2010,剧情,"丹麦, 瑞典"
1378,风中有朵雨做的云,7.2,2019,"剧情,犯罪,悬疑",中国大陆
1379,天气预报员,7.7,2005,"喜剧,剧情","美国, 德国"
1380,明亮的星,7.8,2009,"剧情,传记,爱情","英国, 澳大利亚, 法国"
1381,圣母,7.8,2021,"剧情,历史,同性","法国, 荷兰"
1382,火锅英雄,7.2,2016,"剧情,犯罪",中国大陆
1383,希特勒的男孩,8.2,2004,"剧情,运动,战争",德国
1384,九降风,7.4,2008,剧情,中国台湾
1385,邦尼和琼,8.5,1993,"喜剧,剧情,爱情",美国
1386,长津湖之水门桥,7.2,2022,"剧情,历史,战争","中国大陆, 中国香港"
1387,云上的日子,7.6,1995,"剧情,爱情,情色","法国, 意大利, 德国"
1388,一个明星的诞生,7.4,2018,"剧情,爱情,音乐",美国
1389,美姐,7.8,2013,"剧情,爱情,家庭",中国大陆
1390,暖,8.0,2004,"爱情,剧情",中国大陆
1391,南国再见，南国,8.1,1996,"犯罪,剧情",中国台湾
1392,烈焰焚币,8.6,2000,"剧情,爱情,犯罪,惊悚,同性","阿根廷, 西班牙, 乌拉圭"
1393,春逝,7.9,2001,"剧情,爱情","韩国, 日本, 中国香港"
1394,爸妈不在家,8.0,2013,"剧情,家庭",新加坡
1395,尼罗河上的惨案,8.4,2004,"剧情,犯罪,悬疑",英国
1396,去年烟花特别多,8.2,1998,剧情,中国香港
1397,美食、祈祷和恋爱,7.4,2010,"剧情,爱情",美国
1398,柔道龙虎榜,7.6,2004,"剧情,动作",中国香港
1399,桂河大桥,8.4,1957,"剧情,历史,战争","英国, 美国"
1400,广岛之恋,7.9,1959,"剧情,爱情,战争","法国, 日本"
1401,大而不倒,8.3,2011,"剧情,传记,历史",美国
1402,故事的故事,7.7,2015,"剧情,奇幻,恐怖","意大利, 法国, 英国"
1403,水形物语,7.2,2018,"剧情,爱情,奇幻","美国, 加拿大, 墨西哥"
1404,红玫瑰白玫瑰,7.7,1994,"剧情,爱情","中国香港, 中国台湾"
1405,四个婚礼和一个葬礼,7.4,1994,"喜剧,爱情,剧情",英国
1406,同心难改,8.0,2008,"剧情,爱情,同性",英国
1407,第十一回,7.2,2021,"剧情,喜剧",中国大陆
1408,鼠来宝,7.6,2007,"喜剧,剧情,家庭,奇幻,音乐",美国
1409,福尔摩斯先生,7.8,2015,"剧情,犯罪,悬疑","英国, 美国"
1410,天使之恋,7.4,2009,"剧情,爱情",日本
1411,沼泽深处的女孩,7.7,2022,"剧情,爱情,悬疑",美国
1412,斯托克,7.5,2013,"剧情,悬疑,惊悚","美国, 英国"
1413,树上有个好地方,7.8,2020,"剧情,儿童,喜剧,家庭",中国大陆
1414,道熙呀,7.8,2014,剧情,韩国
1415,慕尼黑,7.9,2005,"剧情,动作,历史,惊悚","美国, 加拿大, 法国"
1416,美好的世界,8.3,2020,"剧情,犯罪",日本
1417,感谢你抽烟,8.0,2005,"喜剧,剧情",美国
1418,巴黎圣母院,9.4,1998,"剧情,爱情,音乐",法国
1419,宠儿,7.5,2018,"剧情,喜剧,传记,同性","爱尔兰, 英国, 美国"
1420,世上最快的印第安摩托,9.0,2005,"传记,剧情,运动","新西兰, 日本, 美国"
1421,我11,7.4,2012,"剧情,犯罪","中国大陆, 法国"
1422,潜水钟与蝴蝶,7.9,2007,"传记,剧情","法国, 美国"
1423,卡蜜儿·克劳岱尔,8.2,1988,"传记,剧情,历史,爱情",法国
1424,我失去了身体,8.2,2019,"剧情,爱情,动画,奇幻",法国
1425,樱桃的滋味,8.0,1997,剧情,"法国, 伊朗"
1426,大丈夫,7.5,2003,"喜剧,剧情",中国香港
1427,湮灭,7.2,2018,"剧情,科幻,惊悚","美国, 英国"
1428,狮子王,7.2,2019,"剧情,动画,冒险",美国
1429,呆佬拜寿,7.6,1995,"剧情,喜剧,爱情",中国香港
1430,最后的假期,8.3,2006,"冒险,喜剧,剧情",美国
1431,卡拉是条狗,7.4,2003,"剧情,喜剧",中国大陆
1432,爱情的牙齿,7.7,2007,"剧情,爱情",中国大陆
1433,平凡岁月的魅力,8.5,2005,"剧情,爱情,战争","美国, 加拿大"
1434,不忠,7.6,2002,"剧情,惊悚,情色,家庭","美国, 德国, 法国"
1435,时光倒流七十年,7.8,1980,"剧情,爱情,奇幻",美国
1436,夜行动物,7.4,2016,"剧情,惊悚",美国
1437,M就是凶手,8.2,1931,"剧情,犯罪,惊悚,黑色电影",德国
1438,虎！虎！虎！,8.3,1970,"剧情,历史,战争","日本, 美国"
1439,你眼中的世界,7.6,2014,"剧情,爱情,奇幻",美国
1440,姨妈的后现代生活,7.4,2007,"喜剧,剧情,爱情","中国大陆, 中国香港"
1441,斗士,7.9,2010,"剧情,家庭,传记,运动",美国
1442,看得见风景的房间,7.7,1985,"剧情,喜剧,爱情",英国
1443,故园风雨后,7.8,2008,"剧情,爱情","英国, 意大利, 摩洛哥"
1444,大追捕,7.3,2012,"剧情,动作,犯罪,悬疑,惊悚","中国香港, 中国大陆"
1445,记忆中的玛妮,7.9,2014,"剧情,动画,奇幻",日本
1446,旺角黑夜,7.4,2004,"动作,剧情,犯罪,爱情",中国香港
1447,狩猎,7.7,2022,"剧情,动作",韩国
1448,红樱桃,7.6,1996,"剧情,战争",中国大陆
1449,新蝙蝠侠,7.2,2022,"剧情,动作,犯罪,悬疑",美国
1450,93航班,7.9,2006,"剧情,历史,惊悚","美国, 英国, 法国"
1451,纽约黑帮,7.6,2002,"剧情,犯罪","美国, 意大利"
1452,大撒把,7.9,1992,"剧情,喜剧,爱情",中国大陆
1453,生死停留,7.5,2005,"剧情,悬疑,惊悚",美国
1454,正午,8.4,1952,"剧情,西部",美国
1455,听说桐岛要退部,7.9,2012,剧情,日本
1456,霍金传,8.6,2004,"剧情,传记",英国
1457,千里走单骑,7.4,2005,剧情,"中国大陆, 中国香港, 日本"
1458,酒神小姐,8.3,2016,"剧情,传记",韩国
1459,一出好戏,7.1,2018,"剧情,喜剧",中国大陆
1460,空军一号,7.5,1997,"动作,剧情,惊悚","美国, 德国"
1461,蒂莫西的奇异生活,7.8,2012,"剧情,喜剧,奇幻,家庭",美国
1462,祝福,8.3,1956,剧情,中国大陆
1463,袁隆平,9.0,2009,"剧情,传记",中国大陆
1464,哭声,7.3,2016,"剧情,悬疑,恐怖",韩国
1465,苹果酒屋法则,8.2,1999,"剧情,爱情",美国
1466,岁月风云之上海皇帝,8.0,1993,"犯罪,剧情,悬疑",中国香港
1467,神探夏洛克：可恶的新娘,7.2,2016,"剧情,犯罪,悬疑",英国
1468,虎豹小霸王,8.6,1969,"冒险,犯罪,剧情,西部",美国
1469,简爱,7.5,2011,"剧情,爱情",英国
1470,星空,7.2,2011,"剧情,爱情,奇幻","中国大陆, 中国台湾"
1471,登月第一人,7.7,2018,"剧情,传记,历史","美国, 日本"
1472,嗝嗝老师,7.4,2018,"剧情,喜剧",印度
1473,摇啊摇，摇到外婆桥,7.5,1995,"犯罪,剧情","中国大陆, 法国"
1474,弓,7.7,2005,"剧情,爱情,情色","韩国, 日本"
1475,着魔,7.9,1981,"剧情,恐怖","法国, 西德"
1476,6/45,7.6,2022,"剧情,喜剧",韩国
1477,霹雳贝贝,7.7,1988,"剧情,科幻,儿童",中国大陆
1478,盛夏光年,7.2,2006,"剧情,爱情,同性",中国台湾
1479,五亿探长雷洛传2：父子情仇,7.5,1991,"剧情,犯罪",中国香港
1480,兰心大剧院,7.2,2021,剧情,中国大陆
1481,魂断威尼斯,8.2,1971,"剧情,同性","意大利, 法国"
1482,过昭关,7.8,2019,"剧情,儿童,家庭",中国大陆
1483,冰冷热带鱼,7.7,2010,"剧情,犯罪,惊悚",日本
1484,抗癌的我,7.7,2011,"喜剧,剧情",美国
1485,阿修罗,7.6,2016,"剧情,动作,犯罪",韩国
1486,夺冠,7.1,2020,"剧情,运动","中国大陆, 中国香港"
1487,都灵之马,8.5,2011,剧情,"匈牙利, 法国, 瑞士, 德国, 美国"
1488,马粥街残酷史,8.0,2004,"剧情,历史",韩国
1489,人·鬼·情,8.5,1987,剧情,中国大陆
1490,爱情与灵药,7.2,2010,"剧情,喜剧,爱情",美国
1491,妈咪,8.2,2014,"剧情,家庭",加拿大
1492,巴黎圣母院,8.1,1956,"剧情,历史","意大利, 法国"
1493,少爷,8.4,2016,"剧情,喜剧",日本
1494,烈日灼人,8.6,1994,"剧情,历史","俄罗斯, 法国"
1495,石榴的颜色,8.7,1969,"传记,剧情,音乐",苏联
1496,城中大盗,7.5,2010,"犯罪,剧情,惊悚",美国
1497,小伟,7.5,2021,"剧情,家庭",中国大陆
1498,山楂树之恋,7.1,2010,"剧情,爱情",中国大陆
1499,冬眠,8.2,2014,剧情,"土耳其, 法国, 德国"
1500,芬妮与亚历山大,8.7,1982,剧情,"法国, 瑞典, 西德"
1501,阿基里斯与龟,8.3,2008,"剧情,喜剧",日本
1502,维多利亚一号,7.3,2010,"剧情,犯罪,恐怖",中国香港
1503,佩小姐的奇幻城堡,7.2,2016,"剧情,奇幻,冒险",美国
1504,艾德·伍德,8.2,1994,"传记,喜剧,剧情",美国
1505,柏林,7.5,2013,"剧情,动作,惊悚",韩国
1506,箭士柳白猿,7.3,2016,"剧情,动作,武侠,古装",中国大陆
1507,鸟人,8.3,1984,"剧情,战争",美国
1508,早间主播,7.7,2010,"剧情,喜剧,爱情",美国
1509,乌鸦与麻雀,8.7,1949,剧情,中国大陆
1510,缺席的人,8.2,2001,"剧情,犯罪","美国, 英国"
1511,蜂鸟,7.9,2018,剧情,韩国
1512,从不，很少，有时，总是,7.7,2020,剧情,"美国, 英国"
1513,爱的成人式,7.7,2015,"剧情,爱情,悬疑",日本
1514,奏鸣曲,8.4,1993,"剧情,犯罪",日本
1515,寒战2,7.1,2016,"剧情,动作,犯罪","中国大陆, 中国香港"
1516,影子写手,7.5,2010,"剧情,悬疑,惊悚","法国, 德国, 英国"
1517,星愿,7.2,1999,"剧情,奇幻,爱情",中国香港
1518,借刀杀人,7.5,2004,"犯罪,剧情,惊悚",美国
1519,棋王,7.8,1991,剧情,中国香港
1520,晚秋,7.1,2012,剧情,"韩国, 美国, 中国香港"
1521,钢琴教师,7.5,2001,"剧情,爱情,惊悚,情色","奥地利, 法国, 德国"
1522,莫斯科不相信眼泪,8.5,1980,"喜剧,剧情,爱情",苏联
1523,盛夏未来,7.1,2021,剧情,中国大陆
1524,男孩A,8.2,2007,"剧情,犯罪",英国
1525,父后七日,8.0,2010,"剧情,家庭",中国台湾
1526,邻居,7.5,2012,"剧情,惊悚",韩国
1527,暮光之城4：破晓(下),7.2,2012,"剧情,爱情,惊悚,奇幻,冒险",美国
1528,独自在夜晚的海边,7.6,2017,"剧情,爱情",韩国
1529,亚当,7.8,2009,"剧情,爱情",美国
1530,白雪公主杀人事件,7.5,2014,"剧情,悬疑",日本
1531,45周年,7.8,2015,"剧情,爱情",英国
1532,心火,8.0,1997,"爱情,剧情","英国, 美国"
1533,第八日的蝉,8.3,2011,剧情,日本
1534,耶稣受难记,7.9,2004,剧情,美国
1535,最爽的一天,7.8,2016,"剧情,喜剧",德国
1536,别告诉她,7.2,2019,"剧情,家庭","美国, 中国大陆"
1537,雷雨,8.0,1984,"剧情,家庭",中国大陆
1538,绿头苍蝇,8.3,2009,"犯罪,剧情",韩国
1539,刮痧,7.5,2001,"剧情,家庭",中国大陆
1540,真心英雄,7.8,1998,"剧情,犯罪,动作",中国香港
1541,观音山,7.1,2011,"剧情,爱情",中国大陆
1542,机器战警,7.7,1987,"动作,犯罪,剧情,科幻,惊悚",美国
1543,爱情麻辣烫,7.5,1999,"剧情,爱情",中国大陆
1544,流浪者之歌,9.1,1988,"喜剧,犯罪,剧情,奇幻","意大利, 英国, 南斯拉夫"
1545,末日危途,7.7,2009,"剧情,惊悚,冒险,灾难",美国
1546,逍遥骑士,8.3,1969,"剧情,冒险",美国
1547,茉莉花开,7.3,2006,"剧情,家庭,爱情",中国大陆
1548,秘密花园,8.5,1993,"剧情,家庭,奇幻","英国, 美国"
1549,闪闪的红星,7.6,1974,"剧情,儿童,战争",中国大陆
1550,骄傲,8.3,2014,"剧情,喜剧,同性","英国, 法国, 美国"
1551,怒海争锋,7.9,2004,"动作,冒险,剧情,战争",美国
1552,假结婚,7.2,2009,"喜剧,剧情,爱情",美国
1553,老千,7.6,2006,"剧情,犯罪",韩国
1554,血迷宫,7.8,1984,"剧情,犯罪,悬疑,惊悚",美国
1555,随心所欲,8.5,1962,剧情,法国
1556,世界上最疼我的那个人去了,8.4,2002,"剧情,家庭",中国大陆
1557,毁灭之路,7.7,2002,"剧情,犯罪,惊悚",美国
1558,笑之大学,8.5,2004,"喜剧,剧情",日本
1559,绝命海拔,7.5,2015,"剧情,传记,冒险","英国, 美国, 冰岛"
1560,铁道员,8.4,1999,剧情,日本
1561,末代独裁,7.9,2006,"剧情,传记,历史","英国, 德国"
1562,玛戈王后,7.8,1994,"传记,剧情,历史,爱情","法国, 德国, 意大利"
1563,此间的少年,7.6,2010,"剧情,喜剧",中国大陆
1564,雁南飞,8.8,1957,"剧情,爱情,战争",苏联
1565,拉贝日记,7.5,2009,"传记,剧情,历史,战争","法国, 中国大陆, 德国"
1566,压路机和小提琴,8.7,1961,"剧情,儿童",苏联
1567,亡命驾驶,7.4,2011,"剧情,动作",美国
1568,二十四城记,7.4,2009,剧情,"中国大陆, 中国香港, 日本"
1569,野马,8.0,2015,剧情,"土耳其, 法国, 卡塔尔, 德国"
1570,原罪,7.4,2001,"剧情,爱情,悬疑,情色","法国, 美国"
1571,告别有情天,8.3,1993,"剧情,爱情","英国, 美国"
1572,永远的三丁目的夕阳2,8.7,2007,剧情,日本
1573,花落花开,8.5,2008,"传记,剧情,战争","法国, 比利时"
1574,杀死汝爱,7.7,2013,"剧情,传记,同性",美国
1575,扶桑花女孩,8.1,2006,"喜剧,剧情",日本
1576,几近成名,8.0,2000,"剧情,音乐",美国
1577,羞耻,7.3,2011,"剧情,情色",英国
1578,江湖,7.3,2004,"剧情,犯罪,动作",中国香港
1579,歌舞青春3：毕业季,7.4,2008,"剧情,喜剧,家庭",美国
1580,诈欺游戏 电影版,7.9,2010,"剧情,惊悚",日本
1581,机械心,8.0,2013,"动画,剧情,冒险",法国
1582,风雨同路,7.8,1990,"剧情,动作,犯罪",中国香港
1583,我是路人甲,7.1,2015,"剧情,喜剧","中国大陆, 中国香港"
1584,一路顺风,7.7,2016,"剧情,喜剧,犯罪,冒险",中国台湾
1585,斯巴达克斯,8.1,1960,"动作,冒险,传记,剧情,历史",美国
1586,到阜阳六百里,7.7,2011,剧情,"中国大陆, 中国台湾"
1587,征婚启事,7.8,1998,"喜剧,剧情,爱情",中国台湾
1588,偷偷爱你,7.8,1996,"喜剧,剧情,爱情",中国香港
1589,家在水草丰茂的地方,8.0,2015,"剧情,儿童",中国大陆
1590,阴阳师,7.8,2001,"动作,奇幻,剧情,恐怖",日本
1591,苏菲的抉择,8.4,1982,"剧情,爱情","英国, 美国"
1592,决战之后,9.1,1991,"剧情,战争",中国大陆
1593,T省的84·85年,8.7,1986,剧情,中国大陆
1594,巴霍巴利王：开端,7.5,2016,"剧情,动作,奇幻",印度
